0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
"Top 3 ซีรี่ส์โปรดตลอดกาล

1. Breaking Bad
2. American Vandal
3. Mr. Robot","Top 3 ซีรี่ส์โปรดตลอดกาล

1. Breaking Bad
2. American Vandal
3. Mr. Robot",-0.06666666666666661,0.38888888888888884,negative,0.245,0.629,0.126,-0.4019
@Maia1635 Breaking bad is amazing i watched the series twice,@Maia1635 Breaking bad is amazing i watched the series twice,-0.04999999999999988,0.7833333333333333,positive,0.245,0.49,0.266,0.0772
"Walter Evertsen, lederen av Nordlandsmafiaen ligner jo helt på Walter White i Breaking Bad. 😅","Walter Evertsen, lederen av Nordlandsmafiaen ligner jo helt på Walter White i Breaking Bad. 😅",-0.3499999999999999,0.3333333333333333,negative,0.226,0.774,0.0,-0.5423
"@zweidrei_23 @verified i know man it’s getting so bad. 

so many heart breaking stories.","@zweidrei_23 @verified i know man it’s getting so bad. 

so many heart breaking stories.",-0.09999999999999992,0.5833333333333333,negative,0.272,0.728,0.0,-0.6696
"@_crap_bag @TheFilmsPlay Ni la menor idea de ese anime o serie, pero es crimen contra la humanidad si quiera (inten… https://t.co/uZO6pWrKph","@_crap_bag @TheFilmsPlay Ni la menor idea de ese anime o serie, pero es crimen contra la humanidad si quiera (inten… https://t.co/uZO6pWrKph",0.0,0.0,neutral,0.0,1.0,0.0,0.0
@gusmeows Breaking Bad one of the best series I've ever seen. The plots are fantastic and you always want to see th… https://t.co/Zg4VDzLKIv,@gusmeows Breaking Bad one of the best series I've ever seen. The plots are fantastic and you always want to see th… https://t.co/Zg4VDzLKIv,0.2333333333333334,0.6222222222222222,positive,0.111,0.601,0.288,0.6808
"@BurroMarie @vadfred breaking bad например снимался в альбукерке, ггг","@BurroMarie @vadfred breaking bad например снимался в альбукерке, ггг",-0.6999999999999998,0.6666666666666666,negative,0.333,0.667,0.0,-0.5423
"Breaking Bad has really made me forget about anime, I can’t stop watching","Breaking Bad has really made me forget about anime, I can’t stop watching",-0.24999999999999992,0.43333333333333335,negative,0.466,0.534,0.0,-0.7823
@tayswizlpriv breaking bad and the office.. u got good taste,@tayswizlpriv breaking bad and the office.. u got good taste,5.551115123125783e-17,0.6333333333333333,negative,0.261,0.522,0.216,-0.1531
Breaking Bad - Season 03 Episode 10 - Frame 1732 of 2834 https://t.co/j3xROoBXch,Breaking Bad - Season 03 Episode 10 - Frame 1732 of 2834 https://t.co/j3xROoBXch,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
Breaking Bad - Season 03 Episode 10 - Frame 1731 of 2834 https://t.co/u1Um5jDg4A,Breaking Bad - Season 03 Episode 10 - Frame 1731 of 2834 https://t.co/u1Um5jDg4A,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
Breaking Bad - Season 03 Episode 10 - Frame 1730 of 2834 https://t.co/JQAb5vn53W,Breaking Bad - Season 03 Episode 10 - Frame 1730 of 2834 https://t.co/JQAb5vn53W,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
Breaking Bad - Season 03 Episode 10 - Frame 1729 of 2834 https://t.co/Bu78CHfLak,Breaking Bad - Season 03 Episode 10 - Frame 1729 of 2834 https://t.co/Bu78CHfLak,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
Breaking Bad - Season 03 Episode 10 - Frame 1728 of 2834 https://t.co/WWKJnH6tlc,Breaking Bad - Season 03 Episode 10 - Frame 1728 of 2834 https://t.co/WWKJnH6tlc,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
y lo unico q tengo para decir es q peaky blinders es la mejor serie de los ultimos tiempos.Breaking bad esta buenis… https://t.co/r4IVwqx3gZ,y lo unico q tengo para decir es q peaky blinders es la mejor serie de los ultimos tiempos.Breaking bad esta buenis… https://t.co/r4IVwqx3gZ,-0.29999999999999993,0.5333333333333333,negative,0.156,0.844,0.0,-0.5423
@jimmyfcker i dont have anyone to watch breaking bad to begin with,@jimmyfcker i dont have anyone to watch breaking bad to begin with,-0.6999999999999998,0.6666666666666666,negative,0.259,0.741,0.0,-0.5423
@Happykvng1 Saul Goodman from breaking bad . I was watching it but I guessed I was on S3 and my drive got formatted… https://t.co/cZQwsPPZvl,@Happykvng1 Saul Goodman from breaking bad . I was watching it but I guessed I was on S3 and my drive got formatted… https://t.co/cZQwsPPZvl,-0.6999999999999998,0.6666666666666666,negative,0.106,0.894,0.0,-0.3071
"@JuliaHB1 Errm.   When faced with a PM who is now in charge of breaking International Law, to support the oven rady… https://t.co/3ho3rg1rOI","@JuliaHB1 Errm.   When faced with a PM who is now in charge of breaking International Law, to support the oven rady… https://t.co/3ho3rg1rOI",0.0,0.0,positive,0.0,0.881,0.119,0.4019
5 sezon Breaking Bad izledim ama hala kimyayı yapamıyorum,5 sezon Breaking Bad izledim ama hala kimyayı yapamıyorum,-0.6999999999999998,0.6666666666666666,negative,0.333,0.667,0.0,-0.5423
