0,text,polarity,subjectivity,sentiment,neg,neu,pos,compound
@Happykvng1 Saul Goodman from breaking bad . I was watching it but I guessed I was on S3 and my drive got formatted… https://t.co/cZQwsPPZvl,@Happykvng1 Saul Goodman from breaking bad . I was watching it but I guessed I was on S3 and my drive got formatted… https://t.co/cZQwsPPZvl,-0.6999999999999998,0.6666666666666666,negative,0.106,0.894,0.0,-0.3071
"@JuliaHB1 Errm.   When faced with a PM who is now in charge of breaking International Law, to support the oven rady… https://t.co/3ho3rg1rOI","@JuliaHB1 Errm.   When faced with a PM who is now in charge of breaking International Law, to support the oven rady… https://t.co/3ho3rg1rOI",0.0,0.0,positive,0.0,0.881,0.119,0.4019
5 sezon Breaking Bad izledim ama hala kimyayı yapamıyorum,5 sezon Breaking Bad izledim ama hala kimyayı yapamıyorum,-0.6999999999999998,0.6666666666666666,negative,0.333,0.667,0.0,-0.5423
"@CanDoChiChi @ohshidt @reensjp BREAKING: Science proves it's not just QAnon, not just Trump, not just Fox News! Rig… https://t.co/eoK0oct2Ux","@CanDoChiChi @ohshidt @reensjp BREAKING: Science proves it's not just QAnon, not just Trump, not just Fox News! Rig… https://t.co/eoK0oct2Ux",0.375,0.0,neutral,0.0,1.0,0.0,0.0
"@lucasumar29 Yes, of course. It’s up there with the likes of Breaking Bad and GoT in my opinion.","@lucasumar29 Yes, of course. It’s up there with the likes of Breaking Bad and GoT in my opinion.",-0.6999999999999998,0.6666666666666666,positive,0.146,0.625,0.229,0.25
@realpkay_1 @qoodjoe @osei_kwadw It's breaking bad bro,@realpkay_1 @qoodjoe @osei_kwadw It's breaking bad bro,-0.6999999999999998,0.6666666666666666,negative,0.368,0.632,0.0,-0.5423
@AmonimoA No breaking bad? Big L,@AmonimoA No breaking bad? Big L,-0.3499999999999999,0.3833333333333333,negative,0.655,0.345,0.0,-0.6908
i had a dream that i watched breaking bad so i’m going to watch it and see if it’s anything like my dream,i had a dream that i watched breaking bad so i’m going to watch it and see if it’s anything like my dream,-0.6999999999999998,0.6666666666666666,positive,0.135,0.615,0.25,0.25
@MhzztaYbp Breaking bad,@MhzztaYbp Breaking bad,-0.6999999999999998,0.6666666666666666,negative,0.636,0.364,0.0,-0.5423
@sakuvxnyl @bebbbunny is that a radio head x breaking bad collab of thom white,@sakuvxnyl @bebbbunny is that a radio head x breaking bad collab of thom white,-0.3499999999999999,0.3333333333333333,negative,0.241,0.759,0.0,-0.5423
"Breaking Bad, Better Call Saul, and Twin Peaks are the greatest things to ever have aired on TV and you can't tell me otherwise.","Breaking Bad, Better Call Saul, and Twin Peaks are the greatest things to ever have aired on TV and you can't tell me otherwise.",0.22500000000000003,0.7166666666666666,positive,0.111,0.665,0.225,0.5574
"@idextratime breaking bad, prison break, money heist, dark, stranger things.","@idextratime breaking bad, prison break, money heist, dark, stranger things.",-0.42499999999999993,0.5333333333333333,negative,0.459,0.541,0.0,-0.7783
"@orange_peelbeef 1. Suburra 2. Gomorrah 3. Boardwalk Empire.....(although I also love The Wire, The Shield, Better… https://t.co/a8fCAtt3Va","@orange_peelbeef 1. Suburra 2. Gomorrah 3. Boardwalk Empire.....(although I also love The Wire, The Shield, Better… https://t.co/a8fCAtt3Va",0.5,0.6,positive,0.0,0.781,0.219,0.6369
i wish i would watch Breaking Bad for the first time again. my shit was rocked,i wish i would watch Breaking Bad for the first time again. my shit was rocked,-0.21666666666666665,0.6,negative,0.341,0.529,0.13,-0.6597
Peaky Blinders ça s'est transformé en Breaking Bad en fait,Peaky Blinders ça s'est transformé en Breaking Bad en fait,-0.29999999999999993,0.5333333333333333,negative,0.28,0.72,0.0,-0.5423
i would love a breaking bad game no matter how horrible it would be,i would love a breaking bad game no matter how horrible it would be,-0.39999999999999997,0.6666666666666666,negative,0.428,0.326,0.247,-0.5994
@vlud0_ ¿Por qué no debería ser comparable un anime y una serie? Que a mí me parece que Breaking Bad está guay mien… https://t.co/BZtKvaQJYi,@vlud0_ ¿Por qué no debería ser comparable un anime y una serie? Que a mí me parece que Breaking Bad está guay mien… https://t.co/BZtKvaQJYi,-0.6999999999999998,0.6666666666666666,negative,0.222,0.778,0.0,-0.6908
